REF,REF_NAME,Total_INV_Q_COLIS,Month,Semaine,Monthly_INV_Q_COLIS,Previous Month Sales,Sales_Percentage
340041217,LAYS 3D CACAHUETE 85G (40X15),49,1942-07,1.2024,25,33736.0,0
340041217,LAYS 3D CACAHUETE 85G (40X15),49,1943-05,1.2024,8,33736.0,0
340041217,LAYS 3D CACAHUETE 85G (40X15),49,2024-01,12.2024,16,31289.0,0
340041218,LAYS 3D BACON 85G (40X15),46,2024-01,8.2024,4,21349.0,0
340041218,LAYS 3D BACON 85G (40X15),46,2024-02,17.2024,41,52103.0,0
340041218,LAYS 3D BACON 85G (40X15),46,2024-03,17.2024,1,52103.0,0
340041219,LAYS 3D NATURE 85G (40X15),85,2023-11,16.2024,2,70051.0,0
340041219,LAYS 3D NATURE 85G (40X15),85,2023-11,4.2024,32,53033.0,0
340041219,LAYS 3D NATURE 85G (40X15),85,2024-03,17.2024,51,74830.0,0
340041221,LAYS 3D PEANUTS 150G (16X20),1,2022-11,2.2024,1,0.0,0
340041237,QUAKER CRUESLI CHOCO NOIS 450G (56X12),273,1942-05,1.2024,1,2012.0,0
340041237,QUAKER CRUESLI CHOCO NOIS 450G (56X12),273,1943-01,1.2024,53,2012.0,2
340041237,QUAKER CRUESLI CHOCO NOIS 450G (56X12),273,1943-08,10.2024,30,1839.0,1
340041237,QUAKER CRUESLI CHOCO NOIS 450G (56X12),273,2023-08,6.2024,30,2110.0,1
340041237,QUAKER CRUESLI CHOCO NOIS 450G (56X12),273,2023-09,4.2024,111,1352.0,8
340041237,QUAKER CRUESLI CHOCO NOIS 450G (56X12),273,2024-03,17.2024,48,2735.0,1
340041238,QUAKER CRUESLI 3 CHOCO 450G (56X12),149,2023-09,11.2024,22,3025.0,0
340041238,QUAKER CRUESLI 3 CHOCO 450G (56X12),149,2024-02,17.2024,127,2570.0,4
340041240,QUAKER CRUESLI CHOCOLAT 900G (56X8),125,1943-01,1.2024,48,12508.0,0
340041240,QUAKER CRUESLI CHOCOLAT 900G (56X8),125,1943-09,10.2024,7,11567.0,0
340041240,QUAKER CRUESLI CHOCOLAT 900G (56X8),125,2023-09,7.2024,7,11488.0,0
340041240,QUAKER CRUESLI CHOCOLAT 900G (56X8),125,2023-11,7.2024,15,11488.0,0
340041240,QUAKER CRUESLI CHOCOLAT 900G (56X8),125,2024-01,15.2024,13,12250.0,0
340041240,QUAKER CRUESLI CHOCOLAT 900G (56X8),125,2024-02,16.2024,35,12631.0,0
340041241,QUAKER CRUESLI CHOCOLAT 450G (56X12),204,1942-06,1.2024,1,18214.0,0
340041241,QUAKER CRUESLI CHOCOLAT 450G (56X12),204,1943-06,1.2024,1,18214.0,0
340041241,QUAKER CRUESLI CHOCOLAT 450G (56X12),204,2021-12,6.2024,56,20494.0,0
340041241,QUAKER CRUESLI CHOCOLAT 450G (56X12),204,2023-05,3.2024,112,13532.0,0
340041241,QUAKER CRUESLI CHOCOLAT 450G (56X12),204,2023-12,14.2024,34,21508.0,0
340041243,QUAKER CRUESLI MIEL NOISET 450G (112X6),159,1943-01,1.2024,110,3469.0,3
340041243,QUAKER CRUESLI MIEL NOISET 450G (112X6),159,2023-09,17.2024,47,8613.0,0
340041243,QUAKER CRUESLI MIEL NOISET 450G (112X6),159,2024-01,16.2024,2,8536.0,0
340041254,LAYS 3D BACON 85GX2+15% (4X48),172,2023-09,2.2024,172,72.0,238
340041255,LAYS 3D NATURE 85GX2+15% (4X48),12,2023-09,1.2024,12,0.0,0
340041258,LAYS MIXUPS NATURE 110G (27X12),141,1943-08,10.2024,3,10859.0,0
340041258,LAYS MIXUPS NATURE 110G (27X12),141,2023-08,4.2024,3,12109.0,0
340041258,LAYS MIXUPS NATURE 110G (27X12),141,2023-12,11.2024,27,10729.0,0
340041258,LAYS MIXUPS NATURE 110G (27X12),141,2024-03,17.2024,108,243.0,44
340041259,LAYS MIXUPS FROMAGE 110G (27X12),41,2023-10,6.2024,41,2188.0,1
340041260,LAYS MIXUPS FROMAGE JAMBON 110G (32X12),3026,1943-07,1.2024,1,2762.0,0
340041260,LAYS MIXUPS FROMAGE JAMBON 110G (32X12),3026,2023-11,3.2024,674,3441.0,19
340041260,LAYS MIXUPS FROMAGE JAMBON 110G (32X12),3026,2023-11,6.2024,64,2933.0,2
340041260,LAYS MIXUPS FROMAGE JAMBON 110G (32X12),3026,2023-11,9.2024,1205,2429.0,49
340041260,LAYS MIXUPS FROMAGE JAMBON 110G (32X12),3026,2024-02,12.2024,44,2952.0,1
340041260,LAYS MIXUPS FROMAGE JAMBON 110G (32X12),3026,2024-03,14.2024,1038,2784.0,37
340041359,PIPERS CIDERVINEGAR&SEASALT 40G (36X24),150,2023-11,7.2024,12,916.0,1
340041359,PIPERS CIDERVINEGAR&SEASALT 40G (36X24),150,2024-01,15.2024,10,867.0,1
340041359,PIPERS CIDERVINEGAR&SEASALT 40G (36X24),150,2024-02,15.2024,108,867.0,12
340041359,PIPERS CIDERVINEGAR&SEASALT 40G (36X24),150,2024-03,16.2024,20,837.0,2
340041360,PIPERS SWEET CHILLI 40G (36X24),648,2023-11,5.2024,648,739.0,87
340041361,PIPERS ANGLESY SEA SALT 40G (36X24),1136,2023-06,2.2024,11,2016.0,0
340041361,PIPERS ANGLESY SEA SALT 40G (36X24),1136,2024-01,11.2024,108,1684.0,6
340041361,PIPERS ANGLESY SEA SALT 40G (36X24),1136,2024-02,12.2024,153,1802.0,8
340041361,PIPERS ANGLESY SEA SALT 40G (36X24),1136,2024-02,14.2024,144,2258.0,6
340041361,PIPERS ANGLESY SEA SALT 40G (36X24),1136,2024-02,15.2024,72,2547.0,2
340041361,PIPERS ANGLESY SEA SALT 40G (36X24),1136,2024-03,14.2024,540,2258.0,23
340041361,PIPERS ANGLESY SEA SALT 40G (36X24),1136,2024-04,17.2024,108,3335.0,3
340041362,PIPERS CHEDDAR & ONION 40G (36X24),1270,1943-07,9.2024,36,3471.0,1
340041362,PIPERS CHEDDAR & ONION 40G (36X24),1270,2023-05,3.2024,4,2581.0,0
340041362,PIPERS CHEDDAR & ONION 40G (36X24),1270,2023-07,4.2024,36,2259.0,1
340041362,PIPERS CHEDDAR & ONION 40G (36X24),1270,2023-12,2.2024,991,2392.0,41
340041362,PIPERS CHEDDAR & ONION 40G (36X24),1270,2024-02,12.2024,198,2588.0,7
340041362,PIPERS CHEDDAR & ONION 40G (36X24),1270,2024-04,11.2024,5,2457.0,0
340041378,B&N MEL NOIX RAISIN NON SALE 160 (95X12),284,1943-01,1.2024,17,1555.0,1
340041378,B&N MEL NOIX RAISIN NON SALE 160 (95X12),284,1943-08,10.2024,15,2802.0,0
340041378,B&N MEL NOIX RAISIN NON SALE 160 (95X12),284,2023-08,4.2024,15,781.0,1
340041378,B&N MEL NOIX RAISIN NON SALE 160 (95X12),284,2023-12,9.2024,19,2145.0,0
340041378,B&N MEL NOIX RAISIN NON SALE 160 (95X12),284,2024-01,7.2024,218,751.0,29
340041379,B&N MEL NOIX CRANB NON SALEE 160 (95X12),90,1943-07,10.2024,1,3290.0,0
340041379,B&N MEL NOIX CRANB NON SALEE 160 (95X12),90,2023-07,1.2024,1,1639.0,0
340041379,B&N MEL NOIX CRANB NON SALEE 160 (95X12),90,2023-07,4.2024,72,1099.0,6
340041379,B&N MEL NOIX CRANB NON SALEE 160 (95X12),90,2023-11,12.2024,16,4233.0,0
340041380,B&N MEL NOBLES CRNX NON SALE 140 (95X12),1,2023-09,6.2024,1,3534.0,0
340041381,B&N AMANDES NO SALEE 145G (95X12),124,1942-05,1.2024,1,4462.0,0
340041381,B&N AMANDES NO SALEE 145G (95X12),124,2023-05,3.2024,19,2190.0,0
340041381,B&N AMANDES NO SALEE 145G (95X12),124,2023-07,3.2024,8,2190.0,0
340041381,B&N AMANDES NO SALEE 145G (95X12),124,2023-08,6.2024,95,1364.0,6
340041381,B&N AMANDES NO SALEE 145G (95X12),124,2023-11,1.2024,1,4462.0,0
340041382,B&N CAJOU NON SALEE 130G (95X12),1617,2023-05,1.2024,38,5338.0,0
340041382,B&N CAJOU NON SALEE 130G (95X12),1617,2023-12,1.2024,1579,5338.0,29
340041383,MPK LAYS FRITELLE EMMENTAL 80GX6 (20X5),92,1942-07,1.2024,40,457.0,8
340041383,MPK LAYS FRITELLE EMMENTAL 80GX6 (20X5),92,2023-11,7.2024,12,497.0,2
340041383,MPK LAYS FRITELLE EMMENTAL 80GX6 (20X5),92,2023-12,3.2024,40,470.0,8
340041416,MIRINDA LITCHEE FRAISE PET 2L (64X6),799,1943-04,1.2024,16,192.0,8
340041416,MIRINDA LITCHEE FRAISE PET 2L (64X6),799,1943-08,10.2024,32,431.0,7
340041416,MIRINDA LITCHEE FRAISE PET 2L (64X6),799,2023-08,2.2024,47,192.0,24
340041416,MIRINDA LITCHEE FRAISE PET 2L (64X6),799,2023-10,9.2024,128,1375.0,9
340041416,MIRINDA LITCHEE FRAISE PET 2L (64X6),799,2024-01,11.2024,320,463.0,69
340041416,MIRINDA LITCHEE FRAISE PET 2L (64X6),799,2024-03,17.2024,256,464.0,55
340041417,MIRINDA POMME KIWI PET 2L (64X6),544,1943-02,1.2024,64,896.0,7
340041417,MIRINDA POMME KIWI PET 2L (64X6),544,1943-04,1.2024,32,896.0,3
340041417,MIRINDA POMME KIWI PET 2L (64X6),544,2023-08,2.2024,192,512.0,37
340041417,MIRINDA POMME KIWI PET 2L (64X6),544,2023-10,16.2024,128,2400.0,5
340041417,MIRINDA POMME KIWI PET 2L (64X6),544,2024-01,13.2024,128,1360.0,9
340041418,7UP ZERO PET 500ML (108X12),38,2023-12,13.2024,18,10741.0,0
340041418,7UP ZERO PET 500ML (108X12),38,2024-02,15.2024,20,11837.0,0
340041448,7UP ZERO SLK CAN 330ML (99X24),1474,2023-08,6.2024,52,2411.0,2
340041448,7UP ZERO SLK CAN 330ML (99X24),1474,2023-11,3.2024,1393,1314.0,106
340041448,7UP ZERO SLK CAN 330ML (99X24),1474,2024-03,16.2024,29,18026.0,0
340041449,B&N BOX MIX PLAISIR BRUT 130_160 (6X96),16,2023-09,2.2024,10,0.0,0
340041449,B&N BOX MIX PLAISIR BRUT 130_160 (6X96),16,2023-12,6.2024,6,0.0,0
340041494,LAYS FRITELLE BACON 80G (40X15),4,2024-04,17.2024,4,11129.0,0
340041495,LAYS FRITELLE NATURE 80G (40X15),130,1943-04,1.2024,8,22771.0,0
340041495,LAYS FRITELLE NATURE 80G (40X15),130,2023-11,2.2024,1,20131.0,0
340041495,LAYS FRITELLE NATURE 80G (40X15),130,2023-11,7.2024,40,13486.0,0
340041495,LAYS FRITELLE NATURE 80G (40X15),130,2024-01,12.2024,79,23980.0,0
340041495,LAYS FRITELLE NATURE 80G (40X15),130,2024-03,16.2024,2,22118.0,0
340041496,LAYS FRITELLE EMMENTAL 80G (40X15),1852,2023-09,3.2024,13,3996.0,0
340041496,LAYS FRITELLE EMMENTAL 80G (40X15),1852,2023-11,7.2024,40,4306.0,0
340041496,LAYS FRITELLE EMMENTAL 80G (40X15),1852,2024-01,14.2024,120,7239.0,1
340041496,LAYS FRITELLE EMMENTAL 80G (40X15),1852,2024-01,7.2024,46,4306.0,1
340041496,LAYS FRITELLE EMMENTAL 80G (40X15),1852,2024-02,15.2024,1633,7512.0,21
340041497,LAYS FRITELLE NATURE 150G (16X20),16,2024-02,12.2024,16,1203.0,1
340041613,LAYS 3D FROMAGE 135G (32X20),59,2023-08,6.2024,33,0.0,0
340041613,LAYS 3D FROMAGE 135G (32X20),59,2023-09,7.2024,9,0.0,0
340041613,LAYS 3D FROMAGE 135G (32X20),59,2023-10,1.2024,17,288.0,5
340041614,LAYS 3D NATURE 135G (32X20),184,2023-08,3.2024,20,69.0,28
340041614,LAYS 3D NATURE 135G (32X20),184,2023-10,4.2024,164,50.0,328
